CODEPAGE 932            ; Japanese - ANSI, OEM
0x7426	0xfb67	;˚g
0x7429	0xfb69	;˚i
0x742a	0xfb68	;˚h
0x742e	0xfb6a	;˚j
0x7432	0xe0e8	;‡Ë
0x7433	0x97d4	;ó‘
0x7434	0x8bd5	;ã’
0x7435	0x94fa	;î˙
0x7436	0x9469	;îi
0x743a	0xe0e9	;‡È
0x743f	0xe0eb	;‡Î
0x7441	0xe0ee	;‡Ó
0x7455	0xe0ea	;‡Í
0x7459	0xe0ed	;‡Ì
0x745a	0x8ce8	;åË
0x745b	0x896c	;âl
0x745c	0xe0ef	;‡Ô
0x745e	0x9090	;êê
0x745f	0xe0ec	;‡Ï
0x7460	0x97da	;ó⁄
0x7462	0xfb6b	;˚k
0x7463	0xe0f2	;‡Ú
0x7464	0xeaa2	;Í¢
0x7469	0xe0f0	;‡
0x746a	0xe0f3	;‡Û
0x746f	0xe0e5	;‡Â
0x7470	0xe0f1	;‡Ò
0x7473	0x8dba	;ç∫
0x7476	0xe0f4	;‡Ù
0x747e	0xe0f5	;‡ı
0x7483	0x979e	;óû
0x7489	0xfb6c	;˚l
0x748b	0xe0f6	;‡ˆ
0x749e	0xe0f7	;‡˜
0x749f	0xfb6d	;˚m
0x74a2	0xe0e3	;‡„
0x74a7	0xe0f8	;‡¯
0x74b0	0x8ac2	;ä¬
0x74bd	0x8ea3	;é£
0x74ca	0xe0f9	;‡˘
0x74cf	0xe0fa	;‡˙
0x74d4	0xe0fb	;‡˚
0x74dc	0x895a	;âZ
0x74e0	0xe140	;·@
0x74e2	0x955a	;ïZ
0x74e3	0xe141	;·A
0x74e6	0x8aa2	;ä¢
0x74e7	0xe142	;·B
0x74e9	0xe143	;·C
0x74ee	0xe144	;·D
0x74f0	0xe146	;·F
0x74f1	0xe147	;·G
0x74f2	0xe145	;·E
0x74f6	0x9572	;ïr
0x74f7	0xe149	;·I
0x74f8	0xe148	;·H
0x7501	0xfb6e	;˚n
0x7503	0xe14b	;·K
0x7504	0xe14a	;·J
0x7505	0xe14c	;·L
0x750c	0xe14d	;·M
0x750d	0xe14f	;·O
0x750e	0xe14e	;·N
0x7511	0x8d99	;çô
0x7513	0xe151	;·Q
0x7515	0xe150	;·P
0x7518	0x8ac3	;ä√
0x751a	0x9072	;êr
0x751c	0x935b	;ì[
0x751e	0xe152	;·R
0x751f	0x90b6	;ê∂
0x7523	0x8e59	;éY
0x7525	0x8999	;âô
0x7526	0xe153	;·S
0x7528	0x9770	;óp
0x752b	0x95e1	;ï·
0x752c	0xe154	;·T
0x752f	0xfaa8	;˙®
0x7530	0x9363	;ìc
0x7531	0x9752	;óR
0x7532	0x8d62	;çb
0x7533	0x905c	;ê\
0x7537	0x926a	;íj
0x7538	0x99b2	;ô≤
0x753a	0x92ac	;í¨
0x753b	0x89e6	;âÊ
0x753c	0xe155	;·U
0x7544	0xe156	;·V
0x7546	0xe15b	;·[
0x7549	0xe159	;·Y
0x754a	0xe158	;·X
0x754b	0x9dc0	;ù¿
0x754c	0x8a45	;äE
0x754d	0xe157	;·W
0x754f	0x88d8	;àÿ
0x7551	0x94a8	;î®
0x7554	0x94c8	;î»
0x7559	0x97af	;óØ
0x755a	0xe15c	;·\
0x755b	0xe15a	;·Z
0x755c	0x927b	;í{
0x755d	0x90a4	;ê§
0x7560	0x94a9	;î©
0x7562	0x954c	;ïL
0x7564	0xe15e	;·^
0x7565	0x97aa	;ó™
0x7566	0x8c6c	;ål
0x7567	0xe15f	;·_
0x7569	0xe15d	;·]
0x756a	0x94d4	;î‘
0x756b	0xe160	;·`
0x756d	0xe161	;·a
0x756f	0xfb6f	;˚o
0x7570	0x88d9	;àŸ
0x7573	0x8ff4	;èÙ
0x7574	0xe166	;·f
0x7576	0xe163	;·c
0x7577	0x93eb	;ìÎ
0x7578	0xe162	;·b
0x757f	0x8b45	;ãE
0x7582	0xe169	;·i
0x7586	0xe164	;·d
0x7587	0xe165	;·e
0x7589	0xe168	;·h
0x758a	0xe167	;·g
0x758b	0x9544	;ïD
0x758e	0x9161	;ëa
0x758f	0x9160	;ë`
0x7591	0x8b5e	;ã^
0x7594	0xe16a	;·j
0x759a	0xe16b	;·k
0x759d	0xe16c	;·l
0x75a3	0xe16e	;·n
0x75a5	0xe16d	;·m
0x75ab	0x8975	;âu
0x75b1	0xe176	;·v
0x75b2	0x94e6	;îÊ
0x75b3	0xe170	;·p
0x75b5	0xe172	;·r
0x75b8	0xe174	;·t
0x75b9	0x905d	;ê]
0x75bc	0xe175	;·u
0x75bd	0xe173	;·s
0x75be	0x8ebe	;éæ
0x75c2	0xe16f	;·o
0x75c3	0xe171	;·q
0x75c5	0x9561	;ïa
0x75c7	0x8fc7	;è«
0x75ca	0xe178	;·x
0x75cd	0xe177	;·w
0x75d2	0xe179	;·y
0x75d4	0x8ea4	;é§
0x75d5	0x8dad	;ç≠
0x75d8	0x9397	;ìó
0x75d9	0xe17a	;·z
0x75db	0x92c9	;í…
0x75de	0xe17c	;·|
0x75e2	0x979f	;óü
0x75e3	0xe17b	;·{
0x75e9	0x9189	;ëâ
0x75f0	0xe182	;·Ç
0x75f2	0xe184	;·Ñ
0x75f3	0xe185	;·Ö
0x75f4	0x9273	;ís
0x75fa	0xe183	;·É
0x75fc	0xe180	;·Ä
0x75fe	0xe17d	;·}
0x75ff	0xe17e	;·~
0x7601	0xe181	;·Å
0x7609	0xe188	;·à
0x760b	0xe186	;·Ü
0x760d	0xe187	;·á
0x761f	0xe189	;·â
0x7620	0xe18b	;·ã
0x7621	0xe18c	;·å
0x7622	0xe18d	;·ç
0x7624	0xe18e	;·é
0x7627	0xe18a	;·ä
0x7630	0xe190	;·ê
0x7634	0xe18f	;·è
0x763b	0xe191	;·ë
0x7642	0x97c3	;ó√
0x7646	0xe194	;·î
0x7647	0xe192	;·í
0x7648	0xe193	;·ì
0x764c	0x8ae0	;ä‡
0x7652	0x96fc	;ñ¸
0x7656	0x95c8	;ï»
0x7658	0xe196	;·ñ
0x765c	0xe195	;·ï
0x7661	0xe197	;·ó
0x7662	0xe198	;·ò
0x7667	0xe19c	;·ú
0x7668	0xe199	;·ô
0x7669	0xe19a	;·ö
0x766a	0xe19b	;·õ
0x766c	0xe19d	;·ù
0x7670	0xe19e	;·û
0x7672	0xe19f	;·ü
0x7676	0xe1a0	;·†
0x7678	0xe1a1	;·°
0x767a	0x94ad	;î≠
0x767b	0x936f	;ìo
0x767c	0xe1a2	;·¢
0x767d	0x9492	;îí
0x767e	0x9553	;ïS
0x7680	0xe1a3	;·£
0x7682	0xfb70	;˚p
0x7683	0xe1a4	;·§
0x7684	0x9349	;ìI
0x7686	0x8a46	;äF
0x7687	0x8d63	;çc
0x7688	0xe1a5	;·•
0x768b	0xe1a6	;·¶
0x768e	0xe1a7	;·ß
0x7690	0x8e48	;éH
0x7693	0xe1a9	;·©
0x7696	0xe1a8	;·®
0x7699	0xe1aa	;·™
0x769a	0xe1ab	;·´
0x769b	0xfb73	;˚s
0x769c	0xfb71	;˚q
0x769e	0xfb72	;˚r
0x76a6	0xfb74	;˚t
0x76ae	0x94e7	;îÁ
0x76b0	0xe1ac	;·¨
0x76b4	0xe1ad	;·≠
0x76b7	0xea89	;Íâ
0x76b8	0xe1ae	;·Æ
0x76b9	0xe1af	;·Ø
0x76ba	0xe1b0	;·∞
0x76bf	0x8e4d	;éM
0x76c2	0xe1b1	;·±
0x76c3	0x9475	;îu
0x76c6	0x967e	;ñ~
0x76c8	0x896d	;âm
0x76ca	0x8976	;âv
0x76cd	0xe1b2	;·≤
0x76d2	0xe1b4	;·¥
0x76d6	0xe1b3	;·≥
0x76d7	0x9390	;ìê
0x76db	0x90b7	;ê∑
0x76dc	0x9f58	;üX
0x76de	0xe1b5	;·µ
0x76df	0x96bf	;ñø
0x76e1	0xe1b6	;·∂
0x76e3	0x8ac4	;äƒ
0x76e4	0x94d5	;î’
0x76e5	0xe1b7	;·∑
0x76e7	0xe1b8	;·∏
0x76ea	0xe1b9	;·π
0x76ee	0x96da	;ñ⁄
0x76f2	0x96d3	;ñ”
0x76f4	0x92bc	;íº
0x76f8	0x918a	;ëä
0x76fb	0xe1bb	;·ª
0x76fe	0x8f82	;èÇ
0x7701	0x8fc8	;è»
0x7704	0xe1be	;·æ
0x7707	0xe1bd	;·Ω
0x7708	0xe1bc	;·º
0x7709	0x94fb	;î˚
0x770b	0x8ac5	;ä≈
0x770c	0x8ca7	;åß
0x771b	0xe1c4	;·ƒ
0x771e	0xe1c1	;·¡
0x771f	0x905e	;ê^
0x7720	0x96b0	;ñ∞
0x7724	0xe1c0	;·¿
0x7725	0xe1c2	;·¬
0x7726	0xe1c3	;·√
0x7729	0xe1bf	;·ø
0x7737	0xe1c5	;·≈
0x7738	0xe1c6	;·∆
0x773a	0x92ad	;í≠
0x773c	0x8ae1	;ä·
0x7740	0x9285	;íÖ
0x7746	0xfb76	;˚v
0x7747	0xe1c7	;·«
0x775a	0xe1c8	;·»
0x775b	0xe1cb	;·À
0x7761	0x9087	;êá
0x7763	0x93c2	;ì¬
0x7765	0xe1cc	;·Ã
0x7766	0x9672	;ñr
0x7768	0xe1c9	;·…
0x776b	0xe1ca	;· 
0x7779	0xe1cf	;·œ
0x777e	0xe1ce	;·Œ
0x777f	0xe1cd	;·Õ
0x778b	0xe1d1	;·—
0x778e	0xe1d0	;·–
0x7791	0xe1d2	;·“
0x779e	0xe1d4	;·‘
0x77a0	0xe1d3	;·”
0x77a5	0x95cb	;ïÀ
0x77ac	0x8f75	;èu
0x77ad	0x97c4	;óƒ
0x77b0	0xe1d5	;·’
0x77b3	0x93b5	;ìµ
0x77b6	0xe1d6	;·÷
0x77b9	0xe1d7	;·◊
0x77bb	0xe1db	;·€
0x77bc	0xe1d9	;·Ÿ
0x77bd	0xe1da	;·⁄
0x77bf	0xe1d8	;·ÿ
0x77c7	0xe1dc	;·‹
0x77cd	0xe1dd	;·›
0x77d7	0xe1de	;·ﬁ
0x77da	0xe1df	;·ﬂ
0x77db	0x96b5	;ñµ
0x77dc	0xe1e0	;·‡
0x77e2	0x96ee	;ñÓ
0x77e3	0xe1e1	;··
0x77e5	0x926d	;ím
0x77e7	0x948a	;îä
0x77e9	0x8be9	;ãÈ
0x77ed	0x925a	;íZ
0x77ee	0xe1e2	;·‚
0x77ef	0x8bb8	;ã∏
0x77f3	0x90ce	;êŒ
0x77fc	0xe1e3	;·„
0x7802	0x8dbb	;çª
0x780c	0xe1e4	;·‰
0x7812	0xe1e5	;·Â
0x7814	0x8ca4	;å§
0x7815	0x8dd3	;ç”
0x7820	0xe1e7	;·Á
0x7821	0xfb78	;˚x
0x7825	0x9375	;ìu
0x7826	0x8dd4	;ç‘
0x7827	0x8b6d	;ãm
0x7832	0x9643	;ñC
0x7834	0x946a	;îj
0x783a	0x9376	;ìv
0x783f	0x8d7b	;ç{
0x7845	0xe1e9	;·È
0x784e	0xfb79	;˚y
0x785d	0x8fc9	;è…
0x7864	0xfb7a	;˚z
0x786b	0x97b0	;ó∞
0x786c	0x8d64	;çd
0x786f	0x8ca5	;å•
0x7872	0x94a1	;î°
0x7874	0xe1eb	;·Î
0x787a	0xfb7b	;˚{
0x787c	0xe1ed	;·Ì
0x7881	0x8ce9	;åÈ
0x7886	0xe1ec	;·Ï
0x7887	0x92f4	;íÙ
0x788c	0xe1ef	;·Ô
0x788d	0x8a56	;äV
0x788e	0xe1ea	;·Í
0x7891	0x94e8	;îË
0x7893	0x894f	;âO
0x7895	0x8dea	;çÍ
0x7897	0x9871	;òq
0x789a	0xe1ee	;·Ó
0x78a3	0xe1f0	;·
0x78a7	0x95c9	;ï…
0x78a9	0x90d7	;ê◊
0x78aa	0xe1f2	;·Ú
0x78af	0xe1f3	;·Û
0x78b5	0xe1f1	;·Ò
0x78ba	0x8a6d	;äm
0x78bc	0xe1f9	;·˘
0x78be	0xe1f8	;·¯
0x78c1	0x8ea5	;é•
0x78c5	0xe1fa	;·˙
0x78c6	0xe1f5	;·ı
0x78ca	0xe1fb	;·˚
0x78cb	0xe1f6	;·ˆ
0x78d0	0x94d6	;î÷
0x78d1	0xe1f4	;·Ù
0x78d4	0xe1f7	;·˜
0x78da	0xe241	;‚A
0x78e7	0xe240	;‚@
0x78e8	0x9681	;ñÅ
0x78ec	0xe1fc	;·¸
0x78ef	0x88e9	;àÈ
0x78f4	0xe243	;‚C
0x78fd	0xe242	;‚B
0x7901	0x8fca	;è 
0x7907	0xe244	;‚D
0x790e	0x9162	;ëb
0x7911	0xe246	;‚F
0x7912	0xe245	;‚E
0x7919	0xe247	;‚G
0x7926	0xe1e6	;·Ê
0x792a	0xe1e8	;·Ë
0x792b	0xe249	;‚I
0x792c	0xe248	;‚H
0x7930	0xfb7c	;˚|
0x793a	0x8ea6	;é¶
0x793c	0x97e7	;óÁ
0x793e	0x8ed0	;é–
0x7940	0xe24a	;‚J
0x7941	0x8c56	;åV
0x7947	0x8b5f	;ã_
0x7948	0x8b46	;ãF
0x7949	0x8e83	;éÉ
0x7950	0x9753	;óS
0x7953	0xe250	;‚P
0x7955	0xe24f	;‚O
0x7956	0x9163	;ëc
0x7957	0xe24c	;‚L
0x795a	0xe24e	;‚N
0x795d	0x8f6a	;èj
0x795e	0x905f	;ê_
0x795f	0xe24d	;‚M
0x7960	0xe24b	;‚K
0x7962	0x9449	;îI
0x7965	0x8fcb	;èÀ
0x7968	0x955b	;ï[
0x796d	0x8dd5	;ç’
0x7977	0x9398	;ìò
0x797a	0xe251	;‚Q
0x797f	0xe252	;‚R
0x7980	0xe268	;‚h
0x7981	0x8bd6	;ã÷
0x7984	0x985c	;ò\
0x7985	0x9154	;ëT
0x798a	0xe253	;‚S
0x798d	0x89d0	;â–
0x798e	0x92f5	;íı
0x798f	0x959f	;ïü
0x7994	0xfb81	;˚Å
0x799b	0xfb83	;˚É
0x799d	0xe254	;‚T
0x79a6	0x8b9a	;ãö
0x79a7	0xe255	;‚U
0x79aa	0xe257	;‚W
0x79ae	0xe258	;‚X
0x79b0	0x9448	;îH
0x79b3	0xe259	;‚Y
0x79b9	0xe25a	;‚Z
0x79ba	0xe25b	;‚[
0x79bd	0x8bd7	;ã◊
0x79be	0x89d1	;â—
0x79bf	0x93c3	;ì√
0x79c0	0x8f47	;èG
0x79c1	0x8e84	;éÑ
0x79c9	0xe25c	;‚\
0x79cb	0x8f48	;èH
0x79d1	0x89c8	;â»
0x79d2	0x9562	;ïb
0x79d5	0xe25d	;‚]
0x79d8	0x94e9	;îÈ
0x79df	0x9164	;ëd
0x79e1	0xe260	;‚`
0x79e3	0xe261	;‚a
0x79e4	0x9489	;îâ
0x79e6	0x9060	;ê`
0x79e7	0xe25e	;‚^
0x79e9	0x9281	;íÅ
0x79ec	0xe25f	;‚_
0x79f0	0x8fcc	;èÃ
0x79fb	0x88da	;à⁄
0x7a00	0x8b48	;ãH
0x7a08	0xe262	;‚b
0x7a0b	0x92f6	;íˆ
0x7a0d	0xe263	;‚c
0x7a0e	0x90c5	;ê≈
0x7a14	0x96ab	;ñ´
0x7a17	0x9542	;ïB
0x7a18	0xe264	;‚d
0x7a19	0xe265	;‚e
0x7a1a	0x9274	;ít
0x7a1c	0x97c5	;ó≈
0x7a1f	0xe267	;‚g
0x7a20	0xe266	;‚f
0x7a2e	0x8eed	;éÌ
0x7a31	0xe269	;‚i
0x7a32	0x88ee	;àÓ
0x7a37	0xe26c	;‚l
0x7a3b	0xe26a	;‚j
0x7a3c	0x89d2	;â“
0x7a3d	0x8c6d	;åm
0x7a3e	0xe26b	;‚k
0x7a3f	0x8d65	;çe
0x7a40	0x8d92	;çí
0x7a42	0x95e4	;ï‰
0x7a43	0xe26d	;‚m
0x7a46	0x9673	;ñs
0x7a49	0xe26f	;‚o
0x7a4d	0x90cf	;êœ
0x7a4e	0x896e	;ân
0x7a4f	0x89b8	;â∏
0x7a50	0x88aa	;à™
0x7a57	0xe26e	;‚n
0x7a61	0xe270	;‚p
0x7a62	0xe271	;‚q
0x7a63	0x8ff5	;èı
0x7a69	0xe272	;‚r
0x7a6b	0x8a6e	;än
0x7a70	0xe274	;‚t
0x7a74	0x8c8a	;åä
0x7a76	0x8b86	;ãÜ
0x7a79	0xe275	;‚u
0x7a7a	0x8bf3	;ãÛ
0x7a7d	0xe276	;‚v
0x7a7f	0x90fa	;ê˙
0x7a81	0x93cb	;ìÀ
0x7a83	0x90de	;êﬁ
0x7a84	0x8df3	;çÛ
0x7a88	0xe277	;‚w
0x7a92	0x9282	;íÇ
0x7a93	0x918b	;ëã
0x7a95	0xe279	;‚y
0x7a96	0xe27b	;‚{
0x7a97	0xe278	;‚x
0x7a98	0xe27a	;‚z
0x7a9f	0x8c41	;åA
0x7aa9	0xe27c	;‚|
0x7aaa	0x8c45	;åE
0x7aae	0x8b87	;ãá
0x7aaf	0x9771	;óq
0x7ab0	0xe27e	;‚~
0x7ab6	0xe280	;‚Ä
0x7aba	0x894d	;âM
0x7abf	0xe283	;‚É
0x7ac3	0x8a96	;äñ
0x7ac4	0xe282	;‚Ç
0x7ac5	0xe281	;‚Å
0x7ac7	0xe285	;‚Ö
0x7ac8	0xe27d	;‚}
0x7aca	0xe286	;‚Ü
0x7acb	0x97a7	;óß
0x7acd	0xe287	;‚á
0x7acf	0xe288	;‚à
0x7ad1	0xfb84	;˚Ñ
0x7ad2	0x9af2	;öÚ
0x7ad3	0xe28a	;‚ä
0x7ad5	0xe289	;‚â
0x7ad9	0xe28b	;‚ã
0x7ada	0xe28c	;‚å
0x7adc	0x97b3	;ó≥
0x7add	0xe28d	;‚ç
0x7adf	0xe8ed	;ËÌ
0x7ae0	0x8fcd	;èÕ
0x7ae1	0xe28e	;‚é
0x7ae2	0xe28f	;‚è
0x7ae3	0x8f76	;èv
0x7ae5	0x93b6	;ì∂
0x7ae6	0xe290	;‚ê
0x7ae7	0xfb85	;˚Ö
0x7aea	0x9247	;íG
0x7aeb	0xfb87	;˚á
0x7aed	0xe291	;‚ë
0x7aef	0x925b	;í[
0x7af0	0xe292	;‚í
0x7af6	0x8ba3	;ã£
0x7af8	0x995e	;ô^
0x7af9	0x927c	;í|
0x7afa	0x8eb1	;é±
0x7aff	0x8ac6	;ä∆
0x7b02	0xe293	;‚ì
0x7b04	0xe2a0	;‚†
0x7b06	0xe296	;‚ñ
0x7b08	0x8b88	;ãà
0x7b0a	0xe295	;‚ï
0x7b0b	0xe2a2	;‚¢
0x7b0f	0xe294	;‚î
0x7b11	0x8fce	;èŒ
0x7b18	0xe298	;‚ò
0x7b19	0xe299	;‚ô
0x7b1b	0x934a	;ìJ
0x7b1e	0xe29a	;‚ö
0x7b20	0x8a7d	;ä}
0x7b25	0x9079	;êy
0x7b26	0x9584	;ïÑ
0x7b28	0xe29c	;‚ú
0x7b2c	0x91e6	;ëÊ
0x7b33	0xe297	;‚ó
0x7b35	0xe29b	;‚õ
0x7b36	0xe29d	;‚ù
0x7b39	0x8df9	;ç˘
0x7b45	0xe2a4	;‚§
0x7b46	0x954d	;ïM
0x7b48	0x94a4	;î§
0x7b49	0x9399	;ìô
0x7b4b	0x8bd8	;ãÿ
0x7b4c	0xe2a3	;‚£
0x7b4d	0xe2a1	;‚°
0x7b4f	0x94b3	;î≥
0x7b50	0xe29e	;‚û
0x7b51	0x927d	;í}
0x7b52	0x939b	;ìõ
0x7b54	0x939a	;ìö
0x7b56	0x8df4	;çÙ
0x7b5d	0xe2b6	;‚∂
0x7b65	0xe2a6	;‚¶
0x7b67	0xe2a8	;‚®
0x7b6c	0xe2ab	;‚´
0x7b6e	0xe2ac	;‚¨
0x7b70	0xe2a9	;‚©
0x7b71	0xe2aa	;‚™
0x7b74	0xe2a7	;‚ß
0x7b75	0xe2a5	;‚•
0x7b7a	0xe29f	;‚ü
0x7b86	0x95cd	;ïÕ
0x7b87	0x89d3	;â”
0x7b8b	0xe2b3	;‚≥
0x7b8d	0xe2b0	;‚∞
0x7b8f	0xe2b5	;‚µ
0x7b92	0xe2b4	;‚¥
0x7b94	0x9493	;îì
0x7b95	0x96a5	;ñ•
0x7b97	0x8e5a	;éZ
0x7b98	0xe2ae	;‚Æ
0x7b99	0xe2b7	;‚∑
0x7b9a	0xe2b2	;‚≤
0x7b9c	0xe2b1	;‚±
0x7b9d	0xe2ad	;‚≠
0x7b9e	0xfb88	;˚à
0x7b9f	0xe2af	;‚Ø
0x7ba1	0x8ac7	;ä«
0x7baa	0x925c	;í\
0x7bad	0x90fb	;ê˚
0x7bb1	0x94a0	;î†
0x7bb4	0xe2bc	;‚º
0x7bb8	0x94a2	;î¢
0x7bc0	0x90df	;êﬂ
0x7bc1	0xe2b9	;‚π
0x7bc4	0x94cd	;îÕ
0x7bc6	0xe2bd	;‚Ω
0x7bc7	0x95d1	;ï—
0x7bc9	0x927a	;íz
0x7bcb	0xe2b8	;‚∏
0x7bcc	0xe2ba	;‚∫
0x7bcf	0xe2bb	;‚ª
0x7bdd	0xe2be	;‚æ
0x7be0	0x8ec2	;é¬
0x7be4	0x93c4	;ìƒ
0x7be5	0xe2c3	;‚√
0x7be6	0xe2c2	;‚¬
0x7be9	0xe2bf	;‚ø
0x7bed	0x9855	;òU
0x7bf3	0xe2c8	;‚»
0x7bf6	0xe2cc	;‚Ã
0x7bf7	0xe2c9	;‚…
0x7c00	0xe2c5	;‚≈
0x7c07	0xe2c6	;‚∆
0x7c0d	0xe2cb	;‚À
0x7c11	0xe2c0	;‚¿
0x7c12	0x99d3	;ô”
0x7c13	0xe2c7	;‚«
0x7c14	0xe2c1	;‚¡
0x7c17	0xe2ca	;‚ 
0x7c1f	0xe2d0	;‚–
0x7c21	0x8ac8	;ä»
0x7c23	0xe2cd	;‚Õ
0x7c27	0xe2ce	;‚Œ
0x7c2a	0xe2cf	;‚œ
0x7c2b	0xe2d2	;‚“
0x7c37	0xe2d1	;‚—
0x7c38	0x94f4	;îÙ
0x7c3d	0xe2d3	;‚”
0x7c3e	0x97fa	;ó˙
0x7c3f	0x95eb	;ïÎ
0x7c40	0xe2d8	;‚ÿ
0x7c43	0xe2d5	;‚’
0x7c4c	0xe2d4	;‚‘
0x7c4d	0x90d0	;ê–
0x7c4f	0xe2d7	;‚◊
0x7c50	0xe2d9	;‚Ÿ
0x7c54	0xe2d6	;‚÷
0x7c56	0xe2dd	;‚›
0x7c58	0xe2da	;‚⁄
0x7c5f	0xe2db	;‚€
0x7c60	0xe2c4	;‚ƒ
0x7c64	0xe2dc	;‚‹
0x7c65	0xe2de	;‚ﬁ
0x7c6c	0xe2df	;‚ﬂ
0x7c73	0x95c4	;ïƒ
0x7c75	0xe2e0	;‚‡
0x7c7e	0x96e0	;ñ‡
0x7c81	0x8bcc	;ãÃ
0x7c82	0x8c48	;åH
0x7c83	0xe2e1	;‚·
0x7c89	0x95b2	;ï≤
0x7c8b	0x9088	;êà
0x7c8d	0x96ae	;ñÆ
0x7c90	0xe2e2	;‚‚
0x7c92	0x97b1	;ó±
0x7c95	0x9494	;îî
0x7c97	0x9165	;ëe
0x7c98	0x9453	;îS
0x7c9b	0x8f6c	;èl
0x7c9f	0x88be	;àæ
0x7ca1	0xe2e7	;‚Á
0x7ca2	0xe2e5	;‚Â
0x7ca4	0xe2e3	;‚„
0x7ca5	0x8a9f	;äü
0x7ca7	0x8fcf	;èœ
0x7ca8	0xe2e8	;‚Ë
0x7cab	0xe2e6	;‚Ê
0x7cad	0xe2e4	;‚‰
0x7cae	0xe2ec	;‚Ï
0x7cb1	0xe2eb	;‚Î
0x7cb2	0xe2ea	;‚Í
0x7cb3	0xe2e9	;‚È
0x7cb9	0xe2ed	;‚Ì
0x7cbd	0xe2ee	;‚Ó
0x7cbe	0x90b8	;ê∏
0x7cc0	0xe2ef	;‚Ô
0x7cc2	0xe2f1	;‚Ò
0x7cc5	0xe2f0	;‚
0x7cca	0x8cd0	;å–
0x7cce	0x9157	;ëW
0x7cd2	0xe2f3	;‚Û
0x7cd6	0x939c	;ìú
0x7cd8	0xe2f2	;‚Ú
0x7cdc	0xe2f4	;‚Ù
0x7cde	0x95b3	;ï≥
0x7cdf	0x918c	;ëå
0x7ce0	0x8d66	;çf
0x7ce2	0xe2f5	;‚ı
0x7ce7	0x97c6	;ó∆
0x7cef	0xe2f7	;‚˜
0x7cf2	0xe2f8	;‚¯
0x7cf4	0xe2f9	;‚˘
0x7cf6	0xe2fa	;‚˙
0x7cf8	0x8e85	;éÖ
0x7cfa	0xe2fb	;‚˚
0x7cfb	0x8c6e	;ån
0x7cfe	0x8b8a	;ãä
0x7d00	0x8b49	;ãI
0x7d02	0xe340	;„@
0x7d04	0x96f1	;ñÒ
0x7d05	0x8d67	;çg
0x7d06	0xe2fc	;‚¸
0x7d0a	0xe343	;„C
0x7d0b	0x96e4	;ñ‰
0x7d0d	0x945b	;î[
0x7d10	0x9552	;ïR
0x7d14	0x8f83	;èÉ
0x7d15	0xe342	;„B
0x7d17	0x8ed1	;é—
0x7d18	0x8d68	;çh
0x7d19	0x8e86	;éÜ
0x7d1a	0x8b89	;ãâ
0x7d1b	0x95b4	;ï¥
0x7d1c	0xe341	;„A
0x7d20	0x9166	;ëf
0x7d21	0x9661	;ña
0x7d22	0x8df5	;çı
0x7d2b	0x8e87	;éá
0x7d2c	0x92db	;í€
0x7d2e	0xe346	;„F
0x7d2f	0x97dd	;ó›
0x7d30	0x8dd7	;ç◊
0x7d32	0xe347	;„G
0x7d33	0x9061	;êa
0x7d35	0xe349	;„I
0x7d39	0x8fd0	;è–
0x7d3a	0x8dae	;çÆ
0x7d3f	0xe348	;„H
0x7d42	0x8f49	;èI
0x7d43	0x8cbc	;åº
0x7d44	0x9167	;ëg
0x7d45	0xe344	;„D
0x7d46	0xe34a	;„J
0x7d48	0xfb8a	;˚ä
0x7d4b	0xe345	;„E
0x7d4c	0x8c6f	;åo
0x7d4e	0xe34d	;„M
0x7d4f	0xe351	;„Q
0x7d50	0x8c8b	;åã
0x7d56	0xe34c	;„L
0x7d5b	0xe355	;„U
0x7d5c	0xfb8b	;˚ã
0x7d5e	0x8d69	;çi
0x7d61	0x978d	;óç
0x7d62	0x88ba	;à∫
0x7d63	0xe352	;„R
0x7d66	0x8b8b	;ãã
0x7d68	0xe34f	;„O
0x7d6e	0xe350	;„P
0x7d71	0x939d	;ìù
0x7d72	0xe34e	;„N
0x7d73	0xe34b	;„K
0x7d75	0x8a47	;äG
0x7d76	0x90e2	;ê‚
0x7d79	0x8ca6	;å¶
0x7d7d	0xe357	;„W
0x7d89	0xe354	;„T
0x7d8f	0xe356	;„V
0x7d93	0xe353	;„S
0x7d99	0x8c70	;åp
0x7d9a	0x91b1	;ë±
0x7d9b	0xe358	;„X
0x7d9c	0x918e	;ëé
0x7d9f	0xe365	;„e
0x7da0	0xfb8d	;˚ç
0x7da2	0xe361	;„a
0x7da3	0xe35b	;„[
0x7dab	0xe35f	;„_
0x7dac	0x8ef8	;é¯
0x7dad	0x88db	;à€
0x7dae	0xe35a	;„Z
0x7daf	0xe362	;„b
0x7db0	0xe366	;„f
0x7db1	0x8d6a	;çj
0x7db2	0x96d4	;ñ‘
0x7db4	0x92d4	;í‘
0x7db5	0xe35c	;„\
0x7db7	0xfb8c	;˚å
0x7db8	0xe364	;„d
0x7dba	0xe359	;„Y
0x7dbb	0x925d	;í]
0x7dbd	0xe35e	;„^
0x7dbe	0x88bb	;àª
0x7dbf	0x96c8	;ñ»
0x7dc7	0xe35d	;„]
0x7dca	0x8bd9	;ãŸ
0x7dcb	0x94ea	;îÍ
0x7dcf	0x918d	;ëç
0x7dd1	0x97ce	;óŒ
0x7dd2	0x8f8f	;èè
0x7dd5	0xe38e	;„é
0x7dd6	0xfb8e	;˚é
0x7dd8	0xe367	;„g
